CO_ENTIDADE,NO_ENTIDADE,NO_MUNICIPIO,TP_DEPENDENCIA,TP_LOCALIZACAO,QT_DOC_INF,QT_MAT_INF,QT_TUR_INF
32066325,EM PASCOAL ASTOLFO,Apiacá,3,2,0.0,0.0,0.0
32068794,CMEI CASINHA FELIZ,Apiacá,3,1,6.0,108.0,6.0
32070764,EM SANTA FE,Apiacá,3,2,1.0,7.0,1.0
32072015,CMEI TIA JOANY MIRANDA,Apiacá,3,1,15.0,129.0,8.0
32076738,CM TIA DAGMAR REZENDE,Apiacá,3,2,0.0,0.0,0.0
32051140,EM BONSUCESSO,Apiacá,3,1,1.0,14.0,1.0
32051131,EMEF IURU,Apiacá,3,1,0.0,0.0,0.0
32019670,CAEE- NOSSO LAR APAE,Aracruz,4,1,0.0,0.0,0.0
32019688,ESCOLA CASA DO ESTUDANTE,Aracruz,4,1,8.0,105.0,8.0
32019696,CE DE ARACRUZ,Aracruz,4,1,0.0,0.0,0.0
32019700,CENTRO EDUCACIONAL ESPACO LIVRE,Aracruz,4,1,0.0,0.0,0.0
32019718,EMEFTI EURIPEDES NUNES LOUREIRO,Aracruz,3,1,0.0,0.0,0.0
32019726,EMEF EZEQUIEL FRAGA ROCHA,Aracruz,3,1,0.0,0.0,0.0
32019734,EMEF MARECHAL COSTA E SILVA,Aracruz,3,1,0.0,0.0,0.0
32019750,EMEF PLACIDINO PASSOS,Aracruz,3,1,0.0,0.0,0.0
32019777,EMEFTI HONORIO NUNES DE JESUS,Aracruz,3,1,0.0,0.0,0.0
32019785,EMEF JOSE MARCOS RAMPINELLI,Aracruz,3,1,0.0,0.0,0.0
32019793,EMEF ZILCA NUNES VIEIRA BERMUDES,Aracruz,3,1,0.0,0.0,0.0
32019807,CEEMTI MONSENHOR GUILHERME SCHMITZ,Aracruz,2,1,0.0,0.0,0.0
32019823,EMEF LUIZA SILVINA JARDIM REBUZZI,Aracruz,3,1,0.0,0.0,0.0
32019866,CMEI EPIFANIO PONTIN,Aracruz,3,1,22.0,357.0,20.0
32019874,CMEI MARILIA REZENDE SCARTON COUTINHO,Aracruz,3,1,12.0,191.0,10.0
32019882,CMEI VERA LUCIA DEVENS RABELLO,Aracruz,3,1,12.0,166.0,9.0
32019890,EPPG CAMINHO DO FUTURO,Aracruz,4,1,0.0,0.0,0.0
32019912,CMEI CHAPEUZINHO VERMELHO,Aracruz,3,1,10.0,169.0,10.0
32019920,CMEI CINDERELA,Aracruz,3,1,24.0,373.0,22.0
32019939,CENTRO MUNICIPAL DE EDUCACAO INFANTIL CRIANCA FELIZ,Aracruz,3,1,12.0,143.0,8.0
32019947,CMEI NARIZINHO,Aracruz,3,1,17.0,238.0,12.0
32019955,CMEI SETE ANOES,Aracruz,3,1,8.0,141.0,8.0
32020325,EMEF INDIGENA YBYRAPYTANGA,Aracruz,3,2,4.0,45.0,3.0
32020546,CENTRO EDUCACIONAL COLIBRI LTDA - ME,Aracruz,4,1,6.0,44.0,4.0
32020627,EMEF PROF BARULA NEVES DOS SANTOS,Aracruz,3,1,0.0,0.0,0.0
32020660,EMEF NOVO IRAJA,Aracruz,3,1,0.0,0.0,0.0
32020856,CMEI DONATILA COUTINHO,Aracruz,3,1,14.0,202.0,12.0
32062397,EMEF NOVA SANTA CRUZ,Aracruz,3,1,0.0,0.0,0.0
32062443,EMEFTI PROFESSORA MARIA LUIZA DEVENS,Aracruz,3,1,0.0,0.0,0.0
32062486,CMEI BALAO MAGICO,Aracruz,3,1,12.0,143.0,8.0
32068824,EMEF SAMOEL COSTA,Aracruz,3,1,0.0,0.0,0.0
32073330,EEEFM MISAEL PINTO NETTO,Aracruz,2,1,0.0,0.0,0.0
32073607,CMEI ABILIO CORREIA DE AMORIM,Aracruz,3,1,17.0,291.0,16.0
32075839,CMEI NOVO IRAJA,Aracruz,3,1,7.0,125.0,7.0
32077076,CENTRO DE FORMACAO PROFISSIONAL E TECNOLOGICA CICLOS LTDA,Aracruz,4,1,0.0,0.0,0.0
32078820,CENTRO EDUCACIONAL ESPACO LIVRE,Aracruz,4,1,13.0,130.0,11.0
32078854,CENTRO DE REFERENCIA EDUCACIONAL MULTIDISCIPLINAR,Aracruz,3,1,0.0,0.0,0.0
32079311,SESC - CENTRO EDUCACIONAL PARA A VIDA,Aracruz,4,1,13.0,123.0,7.0
32079982,SESI ES - CENTRO DE ATIVIDADES SERGIO ROGERIO DE CASTRO,Aracruz,4,1,0.0,0.0,0.0
32080565,SENAI ES - CENTRO DE EDUCACAO PROFISSIONAL SERGIO ROGERIO DE CASTRO,Aracruz,4,1,0.0,0.0,0.0
32081073,ESCOLA DARWIN ARACRUZ,Aracruz,4,1,0.0,0.0,0.0
32081294,EEIEFM ALDEIA CAIEIRAS VELHA,Aracruz,2,2,0.0,0.0,0.0
32081928,CENTRO EDUCACIONAL RODRIGUES COELHO LTDA ME,Aracruz,4,1,0.0,0.0,0.0
32082010,CENTRO EDUCACIONAL PENSAR LTDA - ME,Aracruz,4,1,5.0,59.0,5.0
32082185,COLEGIO DE EDUCACAO INFANTIL PIBARA,Aracruz,4,1,7.0,70.0,5.0
32082622,CMEI PROFESSORA MARIA JOSE GHIDETTI ROCHA,Aracruz,3,1,16.0,266.0,16.0
32082843,CENTRO TECNICO LOGOS,Aracruz,4,1,0.0,0.0,0.0
32083289,CMEI CRESCER,Aracruz,3,1,21.0,344.0,20.0
32083696,CMEI PEQUENO APRENDIZ,Aracruz,3,1,9.0,187.0,10.0
32101007,EMEF PAULO FREIRE,Aracruz,3,1,0.0,0.0,0.0
32102003,IFES - CAMPUS ARACRUZ,Aracruz,1,1,0.0,0.0,0.0
32020023,EEEFM PROFESSOR APARICIO ALVARENGA,Aracruz,2,1,0.0,0.0,0.0
32020104,EMEF MARIO LEAL SILVA,Aracruz,3,1,0.0,0.0,0.0
32084099,CMEI TERESINHA FRIGINI,Aracruz,3,1,18.0,250.0,15.0
32020155,EMEF PROF MARIA INES DELLA VALENTINA,Aracruz,3,1,0.0,0.0,0.0
32020171,EMEF JOSE MAMBRINI,Aracruz,3,1,0.0,0.0,0.0
32020180,EEEFM DYLIO PENEDO,Aracruz,2,1,0.0,0.0,0.0
32020244,EMU CORREGO SAO JOSE,Aracruz,3,2,0.0,0.0,0.0
32020260,EMU RIO FRANCES,Aracruz,3,2,0.0,0.0,0.0
32020287,CMEI FRANCISCA ROCHA RIBEIRO,Aracruz,3,1,17.0,258.0,14.0
32062460,CMEI NOVA COLATINA,Aracruz,3,1,9.0,93.0,6.0
32084137,CENTRO MUNICIPAL DE EDUCACAO INFANTIL - CMEI PEQUENO PRINCIPE,Aracruz,3,2,13.0,153.0,10.0
32020309,EMEFI DORVELINA COUTINHO,Aracruz,3,2,4.0,20.0,1.0
32020333,EEEFM ERMENTINA LEAL,Aracruz,2,1,0.0,0.0,0.0
32020341,EEEFM CABOCLO BERNARDO,Aracruz,2,1,0.0,0.0,0.0
32020503,CMEI AMALIA COUTINHO,Aracruz,3,1,11.0,183.0,10.0
32020538,CMEI VOVO JANDIRA,Aracruz,3,1,11.0,180.0,10.0
32061862,ESCOLA MUNICIPAL PLURIDOCENTE NOVA ESPERANCA,Aracruz,3,2,2.0,30.0,2.0
32065701,EMEF ZENILIA VARZEM RIBEIRO,Aracruz,3,1,0.0,0.0,0.0
32076398,EMEF ALVARO SOUZA,Aracruz,3,1,0.0,0.0,0.0
32084102,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MAE AURELIA,Aracruz,3,1,19.0,335.0,18.0
32020554,EMEF INDIGENA CAEIRA VELHA,Aracruz,3,1,0.0,0.0,0.0
32020597,EMP INDIGENA BOA ESPERANCA,Aracruz,3,2,0.0,0.0,0.0
32020643,EEEFM PRIMO BITTI,Aracruz,2,1,0.0,0.0,0.0
32020651,CMEBTI ESTHER NASCIMENTO DOS SANTOS,Aracruz,3,1,6.0,55.0,4.0
32020678,EMEF SANTA CRUZ,Aracruz,3,1,0.0,0.0,0.0
32020686,COLEGIO PITAGORAS COQUEIRAL,Aracruz,4,1,0.0,0.0,0.0
32020805,EMP MAR AZUL,Aracruz,3,2,0.0,0.0,0.0
32020848,CMEII CAEIRAS VELHA,Aracruz,3,1,11.0,127.0,8.0
32020872,CMEI TIA ANASTACIA,Aracruz,3,1,10.0,116.0,8.0
32061960,EMP INDIGENA IRAJA,Aracruz,3,2,6.0,44.0,2.0
32062524,EMEF ERMELINDA GIACOMIN FARINA,Aracruz,3,1,4.0,42.0,2.0
32073283,EMEFI ARANDU RETXAKA,Aracruz,3,2,0.0,0.0,0.0
32076401,EMEF COQUEIRAL,Aracruz,3,1,0.0,0.0,0.0
32076630,EMEF ITAPARICA,Aracruz,3,1,4.0,39.0,2.0
32083122,ESCOLA DE EDUCACAO INFANTIL SABERES,Aracruz,4,1,7.0,45.0,5.0
32084110,CENTRO EDUCACIONAL PRAIA DE COQUEIRAL,Aracruz,4,1,5.0,16.0,3.0
32051263,EMEB HERMINIA LEAL JUDICE,Atílio Vivácqua,3,1,11.0,84.0,6.0
32051271,EMEB AMABILE ROSSETO,Atílio Vivácqua,3,2,0.0,0.0,0.0
32051280,EMEB JOSE CAMPOS NOGUEIRA,Atílio Vivácqua,3,2,6.0,31.0,2.0
32051301,EMEB ISABEL COSTA BAPTISTA,Atílio Vivácqua,3,1,10.0,50.0,2.0
32051310,EMEBTI ROQUE TELLES GUIMARAES,Atílio Vivácqua,3,1,0.0,0.0,0.0
32051328,EEEFM FERNANDO DE ABREU,Atílio Vivácqua,2,1,0.0,0.0,0.0
32051336,CAEE ALDACYR DA SILVA CANDIDO LEAL - PESTALOZZI,Atílio Vivácqua,4,1,0.0,0.0,0.0
32051484,EMEB FLECHEIRAS,Atílio Vivácqua,3,2,8.0,46.0,3.0
32051530,ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA JOVITA BOECHAT,Atílio Vivácqua,3,2,5.0,29.0,2.0
32051646,EMEB TEOTONIO RAFAEL,Atílio Vivácqua,3,2,6.0,50.0,3.0
32071558,EMEB ANA BUSATO,Atílio Vivácqua,3,1,0.0,0.0,0.0
32075340,ESCOLA MUNICIPAL DE EDUCACAO BASICA BENEDITO SAMPAIO,Atílio Vivácqua,3,2,0.0,0.0,0.0
32075693,EMEB AVELINDA CARVALHO GAVA,Atílio Vivácqua,3,2,8.0,47.0,3.0
32078692,EMEB ZULMIRA VENTURY BAPTISTA,Atílio Vivácqua,3,1,0.0,0.0,0.0
32080379,EMEB FELIPE ANDRADE COSTA,Atílio Vivácqua,3,1,7.0,69.0,4.0
32081642,EMEB LUIZ ALBERTO FARIA MORENO,Atílio Vivácqua,3,1,18.0,192.0,9.0
32083653,EMEB ALTO NITEROI,Atílio Vivácqua,3,1,12.0,98.0,5.0
32009313,CAEE ALEGRIA DE VIVER- APAE,Baixo Guandu,4,1,0.0,0.0,0.0
32009321,CMEI DONA CHICA,Baixo Guandu,3,1,12.0,101.0,16.0
32009330,CMEI DONA ROSA,Baixo Guandu,3,1,18.0,96.0,16.0
32009348,CMEI DONA PAULA,Baixo Guandu,3,1,19.0,163.0,10.0
32009364,EMEIEF ALADIA TRINDADE PAIVA,Baixo Guandu,3,1,0.0,0.0,0.0
32009372,EMEIEF BENEVENUTO CLEMENTINO GOBBO,Baixo Guandu,3,1,0.0,0.0,0.0
32009380,EEEF BRASIL,Baixo Guandu,2,1,0.0,0.0,0.0
32009402,EEEFM DR JONES DOS SANTOS NEVES,Baixo Guandu,2,1,0.0,0.0,0.0
32009410,EMEFTI GOVERNADOR LACERDA DE AGUIAR,Baixo Guandu,3,1,0.0,0.0,0.0
32009437,EMEIEF PROFESSOR JOSE NUNES,Baixo Guandu,3,1,10.0,112.0,7.0
32009445,EMEIEF PROFESSORA LEA HOLZ,Baixo Guandu,3,1,8.0,55.0,4.0
32009453,ESCOLA DE EDUCACAO BASICA GINASIO BRASIL,Baixo Guandu,4,1,7.0,86.0,5.0
32009461,EEEFM JOSE DAMASCENO FILHO,Baixo Guandu,2,1,0.0,0.0,0.0
32009500,CENTRO MUNICIPAL DE EDUCACAO INFANTIL COSME E DAMIAO,Baixo Guandu,3,1,22.0,175.0,14.0
32009550,EMEIEF JOAO XXIII,Baixo Guandu,3,1,5.0,34.0,2.0
32009623,EEUEF CORREGO DA CONSOLACAO,Baixo Guandu,2,2,0.0,0.0,0.0
32009666,EMUEIEF ARMANDO BATISTA VIOLA,Baixo Guandu,3,2,0.0,0.0,0.0
32009704,EMEIEF PRESIDENTE KENNEDY,Baixo Guandu,3,1,0.0,0.0,0.0
32009712,EMEIEF JULIA DE CARVALHO FISCHER,Baixo Guandu,3,1,5.0,23.0,2.0
32009720,EEUEF PALMITAL,Baixo Guandu,2,2,0.0,0.0,0.0
32009739,EMUEIEF QUEIXADA,Baixo Guandu,3,2,0.0,0.0,0.0
32009755,EMUEIEF CABECEIRA DE SAO VICENTE,Baixo Guandu,3,2,0.0,0.0,0.0
32009763,EMUEIEF KM 25 DO MUTUM,Baixo Guandu,3,2,0.0,0.0,0.0
32009798,EMUEIEF ALTO MUTUM CLARO,Baixo Guandu,3,2,0.0,0.0,0.0
32009909,EMUEIEF ALTO SANTA ROSA,Baixo Guandu,3,2,0.0,0.0,0.0
32009917,EMUEIEF BARRA DE SANTA ROSA,Baixo Guandu,3,2,0.0,0.0,0.0
32009933,EEUEF DOIS IRMAOS,Baixo Guandu,2,2,0.0,0.0,0.0
32010052,EMUEIEF ALTO BATUTA,Baixo Guandu,3,2,1.0,16.0,1.0
32010060,EMUEIEF ALTO JACUTINGA,Baixo Guandu,3,2,0.0,0.0,0.0
32010079,EMUEF BARRA DO MUTUM,Baixo Guandu,3,2,0.0,0.0,0.0
32010087,EEUEF CABECEIRA DO DEZ,Baixo Guandu,2,2,0.0,0.0,0.0
32010184,EEUEF BARRA DA LAGOA PRETA,Baixo Guandu,2,2,0.0,0.0,0.0
32010222,EMUEIEF AGUA LIMPA,Baixo Guandu,3,2,0.0,0.0,0.0
32061900,CENTRO EDUCACIONAL 1ª OPCAO SONHO MEU,Baixo Guandu,4,1,4.0,68.0,5.0
32062125,EMEIEF DARLENE MAGGIONI FRANQUINI,Baixo Guandu,3,1,0.0,0.0,0.0
32067232,CMEI CASINHA FELIZ,Baixo Guandu,3,1,10.0,59.0,7.0
32070012,CMEI SANTA CARPANINI SOARES,Baixo Guandu,3,1,11.0,110.0,16.0
32078390,CMEI ZILDA CASTIGLIONI ROSA GUZZO,Baixo Guandu,3,1,11.0,57.0,10.0
32079559,CE MARTINHO LUTERO,Baixo Guandu,4,1,0.0,0.0,0.0
32079575,EMEIEF JOAO JULIO CARDOSO,Baixo Guandu,3,1,3.0,17.0,1.0
32080867,CEEMTI BAIXO GUANDU,Baixo Guandu,2,1,0.0,0.0,0.0
32083939,CENTRO EDUCACIONAL PARA A VIDA ARLINDO MILAGRES FERREIRA,Baixo Guandu,4,1,6.0,36.0,2.0
32009771,EMEF FRANCISCO DA CUNHA RAMALDES,Baixo Guandu,3,1,0.0,0.0,0.0
32009836,EEUEF KM 20 DO MUTUM,Baixo Guandu,2,2,0.0,0.0,0.0
32009844,EMUEIEF BARRO BRANCO,Baixo Guandu,3,2,0.0,0.0,0.0
32009852,EMUEIEF BOA VISTA,Baixo Guandu,3,2,0.0,0.0,0.0
32009860,EU MUL CORREGO DA BOA SORTE,Baixo Guandu,3,2,0.0,0.0,0.0
32009879,EMUEIEF VISTA ALEGRE,Baixo Guandu,3,2,0.0,0.0,0.0
32010133,EEUEF KM 8 DO MUTUM,Baixo Guandu,2,2,0.0,0.0,0.0
32075081,CMEI DONA EUFRASIA BALMANN,Baixo Guandu,3,2,10.0,76.0,13.0
32009534,EMUEIEF IRMAOS ZANOTTI,Baixo Guandu,3,2,0.0,0.0,0.0
32009658,EMUEIEF ALTO PALMITAL,Baixo Guandu,3,2,0.0,10.0,0.0
32009895,EMEF OLGA MARTINELLI,Baixo Guandu,3,1,0.0,0.0,0.0
32009925,EEUEF BARRA DO CRISCIUMA,Baixo Guandu,2,2,0.0,0.0,0.0
32009941,EMUEIEF FAZENDA SCARDUA,Baixo Guandu,3,2,0.0,0.0,0.0
32009968,EMUEF CORREGO DO MONJOLO,Baixo Guandu,3,2,0.0,0.0,0.0
32009976,EMUEF CORREGO DO SAPE,Baixo Guandu,3,2,0.0,0.0,0.0
32009984,EMUEF KM 22 DO RIO GUANDU,Baixo Guandu,3,2,0.0,0.0,0.0
32009992,EMUEIEF SANTA ROSA,Baixo Guandu,3,2,1.0,8.0,1.0
32010001,EMUEF VALAO DO BUGRE,Baixo Guandu,3,2,0.0,0.0,0.0
32010010,EEUEF VARJAO,Baixo Guandu,2,2,0.0,0.0,0.0
32067240,CMEI FRANCISCO JOAO DA SILVA - NEGUINHO,Baixo Guandu,3,1,7.0,50.0,5.0
32010028,EMEIEF PROFª ELZA EWALD DE OLIVEIRA,Baixo Guandu,3,1,3.0,10.0,1.0
32010095,EEUEF CORREGO DO BATUTA,Baixo Guandu,2,2,0.0,0.0,0.0
32010117,EMUEIEF CORREGO DO ONZE,Baixo Guandu,3,2,0.0,0.0,0.0
32010125,EMUEIEF KM 4 DO MUTUM,Baixo Guandu,3,2,0.0,0.0,0.0
32010150,EMUEIEF CORREGO DO MAQUIJI,Baixo Guandu,3,2,0.0,0.0,0.0
32010168,EMUEF CORREGO DO OURO,Baixo Guandu,3,2,0.0,0.0,0.0
32082029,CMEI PROF IDALIA GOMES DOS SANTOS,Baixo Guandu,3,1,7.0,29.0,4.0
32010192,EMEIEF CARLOS LUIZ FREDERICO,Baixo Guandu,3,1,3.0,23.0,2.0
32010265,EMUEF BANANALZINHO,Baixo Guandu,3,2,0.0,0.0,0.0
32010273,EMUEF CORREGO DO MAMBRUQUE,Baixo Guandu,3,2,0.0,0.0,0.0
32062168,EMUEF GERMANO ROBERTO HULLER,Baixo Guandu,3,2,0.0,0.0,0.0
32084064,CMEI IDA ALBERTINA MARIA ZUMMACK ROEPKE,Baixo Guandu,3,1,3.0,15.0,4.0
32000685,CAEE DR PEDRO TALLIS CRUZ PAES - APAE,Barra de São Francisco,4,1,0.0,0.0,0.0
32000731,EMEFTI OZEIAS REZENDE,Barra de São Francisco,3,1,0.0,0.0,0.0
32000766,EEPEF CORREGO BOA SORTE,Barra de São Francisco,2,2,0.0,0.0,0.0
32000774,EM CORREGO AREIA BRANCA,Barra de São Francisco,3,2,0.0,0.0,0.0
32000812,EM MOACIR CHAVES,Barra de São Francisco,3,2,0.0,0.0,0.0
32000847,EM MAC NAIR,Barra de São Francisco,3,1,13.0,237.0,10.0
32000855,EM VICENTE AMARO DA SILVA,Barra de São Francisco,3,1,6.0,41.0,2.0
32000898,EM JOAO BASTOS,Barra de São Francisco,3,1,0.0,0.0,0.0
32000901,EM JOSE FRANCISCO DA FONSECA,Barra de São Francisco,3,1,7.0,73.0,4.0
32000952,EM NEUZA FERNANDES DA SILVA,Barra de São Francisco,3,1,6.0,84.0,4.0
32000960,CENTRO EDUCACIONAL SAO FRANCISCO DE ASSIS,Barra de São Francisco,4,1,8.0,121.0,5.0
32000979,EEEFM GOVERNADOR LINDENBERG,Barra de São Francisco,2,1,0.0,0.0,0.0
32000987,CEEFMTI JOAO XXIII,Barra de São Francisco,2,1,0.0,0.0,0.0
32001649,EEUEF BARRA DA CAMBEVA,Barra de São Francisco,2,2,0.0,0.0,0.0
32001657,EEUEF BARRA DA PIPOCA,Barra de São Francisco,2,2,0.0,0.0,0.0
32001908,EEEF ANTONIO CIRILO,Barra de São Francisco,2,2,0.0,0.0,0.0
32002211,CMEI BRASILINO MALAQUIAS DE MORAIS,Barra de São Francisco,3,1,15.0,102.0,7.0
32002475,EEUEF CABECEIRA CORREGO SAO PAULO,Barra de São Francisco,2,2,0.0,0.0,0.0
32061838,ESCOLA ADVENTISTA DE BARRA DE SAO FRANCISCO,Barra de São Francisco,4,1,2.0,31.0,2.0
32069286,EM LUCIENE MATOS FERREIRA,Barra de São Francisco,3,1,9.0,58.0,4.0
32069294,CMEI DORICO CIPRIANO,Barra de São Francisco,3,1,15.0,233.0,12.0
32074867,EM AFLUENTE VARGEM ALEGRE,Barra de São Francisco,3,2,0.0,0.0,0.0
32075723,EM SEBASTIAO ALBANO,Barra de São Francisco,3,1,8.0,70.0,4.0
32076584,PRBSF - PENITENCIARIA REGIONAL DE B S FRANCISCO,Barra de São Francisco,2,1,0.0,0.0,0.0
32078226,ESCOLA FAMILIA AGRICOLA JACYRA DE PAULA MINIGUITE - MEPES,Barra de São Francisco,4,2,0.0,0.0,0.0
32081332,IFES - CAMPUS BARRA DE SAO FRANCISCO,Barra de São Francisco,1,2,0.0,0.0,0.0
32081820,CENTRO DE EDUCACAO BASICA SAGRADO CORACAO DE JESUS,Barra de São Francisco,4,1,0.0,0.0,0.0
32081839,CMEI IRENE RIBEIRO DA SILVA,Barra de São Francisco,3,1,14.0,224.0,12.0
32081871,EM MAXIMINO FANTI,Barra de São Francisco,3,1,0.0,0.0,0.0
32084226,ESCOLA DE EDUCACAO INFANTIL NUCLEO DE FORMACAO EDUCACIONAL,Barra de São Francisco,4,1,3.0,34.0,2.0
32129009,CMEI RAUL GONCALVES NETO - RAUL TREMENDAO,Barra de São Francisco,3,1,10.0,79.0,4.0
32001380,EEPEF CORREGO DO FERVEDOURO,Barra de São Francisco,2,2,0.0,0.0,0.0
32001398,EM FAZENDA ITAUNAS,Barra de São Francisco,3,2,0.0,0.0,0.0
32001401,EM VARGEM GRANDE DE ITAUNAS,Barra de São Francisco,3,2,3.0,20.0,1.0
32001410,EM CACHOEIRINHA DO ITAUNAS,Barra de São Francisco,3,1,4.0,24.0,2.0
32001452,EEUEF ITAUNINHAS - BARRA DE SAO FRANCISCO,Barra de São Francisco,2,2,0.0,0.0,0.0
32001509,EM SANTA TOZZI DE PALMA,Barra de São Francisco,3,2,0.0,0.0,0.0
32001517,EM BARRA DE ITAPERUNA,Barra de São Francisco,3,1,3.0,13.0,1.0
32001533,EEUEF BARRA DA FORTALEZA,Barra de São Francisco,2,2,0.0,0.0,0.0
32001541,EEUEF BOA ESPERANCA - BARRA DE SAO FRANCISCO,Barra de São Francisco,2,2,0.0,0.0,0.0
32002408,EEEF FRANCISCO LOURENCO ANDRADE,Barra de São Francisco,2,2,0.0,0.0,0.0
32077238,EM MONTE SENIR,Barra de São Francisco,3,1,3.0,20.0,1.0
32001576,EM OTTO SAAR,Barra de São Francisco,3,2,4.0,30.0,2.0
32001584,EM SANTA ANGELICA,Barra de São Francisco,3,2,3.0,9.0,1.0
32001592,EEEF ITA,Barra de São Francisco,2,2,0.0,0.0,0.0
32001606,EEEFM ALADIM SILVESTRE DE ALMEIDA,Barra de São Francisco,2,1,0.0,0.0,0.0
32001681,EEUEF CORREGO DO AVENTUREIRO,Barra de São Francisco,2,2,0.0,0.0,0.0
32001711,EEUEF CORREGO DOS FAGUNDES,Barra de São Francisco,2,2,0.0,0.0,0.0
32001754,EEUEF FAZENDA BARRA ALEGRE,Barra de São Francisco,2,2,0.0,0.0,0.0
32001770,EM GALVAO MARTINS,Barra de São Francisco,3,2,0.0,0.0,0.0
32001789,EEUEF FAZENDA JOSE LINO,Barra de São Francisco,2,2,0.0,0.0,0.0
32072775,EM ABEL LOUBACK,Barra de São Francisco,3,1,3.0,25.0,1.0
32084153,ESCOLA MUNICIPAL CORREGO DOS FAGUNDES,Barra de São Francisco,3,2,3.0,8.0,1.0
32001819,EM DANIEL CIRILO DE PAULA,Barra de São Francisco,3,2,3.0,12.0,1.0
32001835,ESCOLA MUNICIPAL NICOLA NICOLINI,Barra de São Francisco,3,2,3.0,16.0,1.0
32001886,EM ALEXANDRINA DE ALMEIDA CASTRO,Barra de São Francisco,3,2,0.0,0.0,0.0
32001894,ESCOLA MUNICIPAL PROFESSORA MARIA RODRIGUES DE LIMA,Barra de São Francisco,3,2,3.0,12.0,1.0
32001916,EEEFM PROFESSORA ASCENDINA FEITOSA,Barra de São Francisco,2,1,0.0,0.0,0.0
32001959,EEUEF BARRA DO ALECRIM,Barra de São Francisco,2,2,0.0,0.0,0.0
32001983,EEUEF CORREGO DA FERRUGEM,Barra de São Francisco,2,2,0.0,0.0,0.0
32002165,EM CORREGO DO BAIANO,Barra de São Francisco,3,2,0.0,0.0,0.0
32074107,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL EM TEMPO INTEGRAL ELIZABETH TRZOSEKI DA SILVA,Barra de São Francisco,3,1,0.0,0.0,0.0
32074530,EM EVANDRA CHAVES DE OLIVEIRA,Barra de São Francisco,3,2,3.0,19.0,1.0
32128002,CMEI KATHERINE ZANET,Barra de São Francisco,3,1,16.0,127.0,8.0
32002262,ESCOLA MUNICIPAL PROFESSOR JOAO BATISTA DA SILVA - JOAO MAIA,Barra de São Francisco,3,2,4.0,26.0,2.0
32002300,EM FAZENDA HONORIO,Barra de São Francisco,3,2,0.0,0.0,0.0
32002360,EM BOA UNIAO,Barra de São Francisco,3,2,0.0,0.0,0.0
32002378,EM CABECEIRA SANTO ANTONIO,Barra de São Francisco,3,2,3.0,14.0,1.0
32002394,EM GERMANO WOLFGRAN,Barra de São Francisco,3,2,0.0,0.0,0.0
32002416,ESCOLA MUNICIPAL WILSON FERREIRA,Barra de São Francisco,3,1,4.0,32.0,2.0
32002459,ESCOLA MUNICIPAL FAMILIA AGRICOLA NORMILIA CUNHA DOS SANTOS,Barra de São Francisco,3,2,0.0,0.0,0.0
32000715,EM VARGEM ALEGRE,Barra de São Francisco,3,1,5.0,37.0,2.0
32000804,EM FAZENDA BARBOSA,Barra de São Francisco,3,2,0.0,0.0,0.0
32000928,EEEF VARGEM ALEGRE,Barra de São Francisco,2,1,0.0,0.0,0.0
32001169,EM FAZENDA GERALDO COZZER,Barra de São Francisco,3,2,0.0,0.0,0.0
32005466,CAEE NOSSA SENHORA DAS GRACAS,Boa Esperança,4,1,0.0,0.0,0.0
32005482,CMEI PEQUENO POLEGAR,Boa Esperança,3,1,9.0,96.0,5.0
32005490,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PINGO DE GENTE,Boa Esperança,3,1,0.0,0.0,0.0
32005504,ESCOLA FAMILIA AGRICOLA DE ENSINO MEDIO E EDUCACAO PROFISSIONAL DE BOA ESPERANCA - MEPES,Boa Esperança,4,2,0.0,0.0,0.0
32005580,CMEI PROFESSORA VERA LUCIA PACANHA VIEIRA,Boa Esperança,3,1,22.0,273.0,17.0
32005598,EMEIEF ANADYR DE ALMEIDA MARCHIORI,Boa Esperança,3,2,4.0,32.0,2.0
32005601,CEIER DE BOA ESPERANCA,Boa Esperança,2,2,0.0,0.0,0.0
32005610,EMEF PROF IZAURA DE ALMEIDA SILVA,Boa Esperança,3,1,0.0,0.0,0.0
32005628,EMEF PROFª UBALDINA SANTO AMARO DO AMARAL,Boa Esperança,3,1,0.0,0.0,0.0
32005644,EMEIEF QUILOMETRO VINTE,Boa Esperança,3,2,4.0,34.0,2.0
32005652,EEEFM ANTONIO DOS SANTOS NEVES,Boa Esperança,2,1,0.0,0.0,0.0
32080140,CMEI SONHO ENCANTADO,Boa Esperança,3,1,15.0,128.0,10.0
32005938,EMEIEF SANTO ANTONIO,Boa Esperança,3,2,9.0,52.0,5.0
32005954,EEEFM SOBRADINHO,Boa Esperança,2,1,0.0,0.0,0.0
32067135,CMEI CRIANCA FELIZ,Boa Esperança,3,2,12.0,101.0,7.0
32051778,CMEI MELETINA VIEIRA AREAS TIA FILINHA,Bom Jesus do Norte,3,1,0.0,0.0,0.0
32051816,EMEIEF SAO SEBASTIAO,Bom Jesus do Norte,3,1,0.0,0.0,0.0
32051824,EMEIEF MINERVINA DA SILVA ARAUJO,Bom Jesus do Norte,3,1,0.0,0.0,0.0
